wind_height,split,N,aG,aM,aS,aO,aW,dTdt_RMSE,dTdt_R2
W2,train,52658,2.3505731841103286,0.05921893563880948,0.06689661759243813,0.0,0.0,2.0088364187725682,0.06445226499872958
W2,validation,8643,2.3505731841103286,0.05921893563880948,0.06689661759243813,0.0,0.0,2.3172577357093522,0.13255125843905902
W2,test,8648,2.3505731841103286,0.05921893563880948,0.06689661759243813,0.0,0.0,1.8402826965616041,0.03873750755221006
W10,train,52658,2.3505731841103286,0.05921893563880948,0.06689661759243813,0.0,0.0,2.0088364187725682,0.06445226499872958
W10,validation,8643,2.3505731841103286,0.05921893563880948,0.06689661759243813,0.0,0.0,2.3172577357093522,0.13255125843905902
W10,test,8648,2.3505731841103286,0.05921893563880948,0.06689661759243813,0.0,0.0,1.8402826965616041,0.03873750755221006
