coefficient,fit,bootstrap_median,CI95_low,CI95_high
aG,2.3389718611974657,2.3312919521461763,2.1854557934743153,2.5037728019254626
aM,0.043364998201619105,0.04366544356879,0.037605898397382896,0.04904652114411361
aS,0.2384454046562258,0.2381793179937648,0.22503840071543418,0.250666125713152
